260410134956513,90
260410134956600,76
260410134956709,75
260410134956817,26
260410134956927,65
26041013495736,54
260410134957145,14
260410134957253,35
260410134957363,39
260410134957474,51
260410134957584,22
260410134957691,2
260410134957813,54
260410134957921,89
26041013495830,20
260410134958139,76
260410134958249,20
260410134958357,67
260410134958464,16
260410134958572,5
260410134958681,12
260410134958789,88
260410134958898,27
2604101349597,35
260410134959114,88
260410134959224,44
260410134959333,12
260410134959441,38
260410134959564,9
260410134959672,20
260410134959781,60
260410134959880,87
260410134959997,42
26041013500099,46
260410135000207,33
260410135000321,57
260410135000429,85
260410135000535,44
260410135000644,54
260410135000752,72
260410135000864,10
260410135000973,57
26041013500182,47
260410135001190,64
260410135001314,35
260410135001424,41
260410135001520,83
260410135001629,85
260410135001738,32
260410135001863,89
260410135001969,21
26041013500280,12
260410135002174,87
260410135002285,77
260410135002394,88
260410135002504,1
260410135002613,49
260410135002736,40
260410135002847,38
260410135002948,20
26041013500361,41
260410135003172,76
260410135003281,25
260410135003384,18
260410135003489,91
260410135003605,34
260410135003717,60
260410135003826,7
260410135003935,55
26041013500445,63
260410135004153,90
260410135004262,76
260410135004371,12
260410135004480,43
260410135004588,95
260410135004697,55
260410135004805,41
260410135004915,63
26041013500524,99
260410135005135,47
260410135005244,61
260410135005353,27
260410135005460,6
260410135005568,20
260410135005679,98
260410135005789,48
260410135005898,99
26041013500610,64
260410135006120,58
260410135006229,31
260410135006338,7
260410135006447,45
260410135006555,6
260410135006663,33
260410135006769,31
260410135006891,34
260410135007,31
260410135007108,28
260410135007218,72
260410135007331,0
260410135007456,80
260410135007580,75
260410135007689,29
260410135007814,69
260410135007910,98
26041013500819,45
260410135008128,99
260410135008249,43
260410135008358,82
260410135008468,32
260410135008579,60
260410135008675,86
260410135008786,40
260410135008907,91
2604101350099,58
260410135009125,14
260410135009235,69
260410135009345,5
260410135009451,20
260410135009608,43
260410135009679,35
260410135009846,95
260410135009938,49
260410135009998,24
260410135010110,55
260410135010219,45
260410135010324,70
260410135010514,79
260410135010547,12
260410135010695,61
260410135010759,24
260410135010862,12
2604101350117,90
260410135011126,98
260410135011207,66
260410135011368,86
260410135011414,97
260410135011523,36
260410135011680,21
260410135011772,53
260410135011857,49
260410135011966,55
26041013501269,82
260410135012261,25
260410135012314,71
260410135012413,21
260410135012520,4
260410135012613,14
260410135012722,75
260410135012832,16
260410135012941,64
26041013501352,26
260410135013159,8
260410135013268,29
260410135013392,65
260410135013486,85
260410135013610,25
260410135013797,5
260410135013868,14
260410135013936,53
260410135014212,74
260410135014272,20
260410135014457,31
260410135014780,20
260410135014809,8
260410135014925,47
26041013501522,96
260410135015131,42
260410135015242,24
260410135015353,71
260410135015463,16
260410135015572,32
260410135015681,83
260410135015788,66
260410135015897,94
2604101350169,79
260410135016120,12
260410135016229,24
260410135016338,52
260410135016448,33
260410135016557,40
260410135238479,98
260410135238571,79
260410135238678,49
260410135238791,31
260410135238901,3
26041013523910,25
260410135239120,0
260410135239233,43
260410135239341,22
260410135239452,45
260410135239565,26
260410135239672,64
260410135239778,63
260410135240110,97
260410135240213,73
260410135240321,98
260410135240428,70
260410135240551,70
260410135240646,11
260410135240758,81
26041013524171,52
260410135241269,93
260410135241473,24
260410135241677,71
260410135241881,87
26041013524286,84
260410135242289,4
260410135242491,64
260410135242691,14
260410135242894,13
26041013524397,79
260410135243302,16
260410135243504,7
260410135243706,86
260410135243909,72
260410135244124,83
260410135244377,1
260410135244531,16
260410135244735,45
260410135244935,84
260410135245140,97
260410135245343,77
260410135245545,13
260410135245747,67
260410135245952,52
260410135246154,15
260410135246752,18
260410135247252,72
260410135247750,86
260410135248238,40
260410135248748,52
260410135249245,54
260410135249761,14
260410135250265,95
260410135250775,95
260410135251275,4
260410135251794,55
260410135252309,77
260410135252821,43
260410135253326,19
260410135253838,20
260410135254319,36
260410135254829,28
260410135255328,9
260410135255826,65
260410135256343,10
260410135256839,56
260410135258245,77
260410135259241,24
260410135300266,89
260410135301272,96
260410135302285,54
260410135303276,25
260410135309170,27
260410135314162,83
26041013531980,74
260410135319190,80
260410135319286,57
260410135319406,19
260410135319516,72
260410135319623,65
260410135319735,32
260410135319844,77
260410135319953,74
26041013532063,60
260410135320172,24
260410135320280,2
260410135320391,11
260410135320499,90
260410135320606,68
260410135320717,28
260410135320825,24
260410135320935,72
26041013532145,25
260410135321155,63
260410135321262,61
260410135321370,49
260410135321480,4
260410135321590,1
260410135321702,42
260410135321808,58
260410135321921,40
26041013532222,47
260410135322137,96
260410135322247,43
260410135322359,97
260410135322466,29
260410135423976,86
26041013542487,11
260410135424195,20
260410135424304,24
260410135424414,98
260410135424524,57
260410135424632,71
260410135424743,53
260410135424853,87
260410135424961,58
26041013542569,54
260410135425175,48
260410135425298,40
260410135425408,7
260410135425533,45
260410135425643,86
260410135425754,56
260410135425865,61
260410135425975,72
26041013542682,81
260410135426206,0
260410135426317,63
260410135426426,22
260410135426535,25
260410135426646,75
260410135426755,55
260410135426864,77
260410135426973,14
26041013542782,24
260410135427190,85
260410135427315,81
260410135427423,31
260410135427534,62
260410135746330,89
260410135746486,31
260410135746547,42
260410135746662,97
260410135746815,28
260410135746878,49
260410135746973,84
260410135747131,32
260410135747192,19
260410135747314,30
260410135747457,41
260410135747533,94
260410135747755,55
260410135747850,45
26041013574867,79
260410135748190,91
260410135748380,72
260410135748415,68
260410135748532,49
260410135748696,79
260410135748742,30
260410135748848,28
